Model,Year,Fuel_Type,Transmission,DoorsNum,Condition,Color,Cruise,Leather_Seats,Heated_Seats,Navigation,Owners,Insurance,Service_History,Safety,Premium_Sound,Multimedia,Bluetooth,Wheel,Sunroof,Warranty,TAge,Price,Cylinder_Numbers,Credit_History,Engine_Size,Weight,carlength,carwidth,monthly_mileage,peakrpm,Estimated_Mileage
Honda CR-V,2001,Petroll,Manual,4,Fair,Brown,No,No,No,No,22,No insurance,No Service,2 stars,Yes,No,Yes,Chrome,No,31,50,5620.121065,two,0.018861859,2.041569539,3373.042086,199.8,71.9,3505.145394,5803,42061.74473
Nissan Altima,2006,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,4,Collision,Full Service,Not rated/Unknown,Yes,No,Yes,Steel,No,11,2,9942.120554,3,0.001745778,2.501254834,3448.869817,167.6,63.2,3211.777878,6212,38541.33453
Honda CR-V,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,No Service,Not rated/Unknown,No,No,No,Hubcaps,No,25,3,6357.845073,3,0.002575504,2.376396222,3166.039594,175.9,68.2,3429.964906,6408,41159.57887
Honda CR-V,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,22,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,12,2,5583.728833,two,-0.000744459,2.121223287,3394.211396,203.1,63.5,3400.069767,5619,40800.8372
Chevrolet Volt,2016,Electric,Automatic,4,Good,Brown,No,No,Yes,Yes,4,Collision,Partial ,2 stars,No,No,No,Hubcaps,Yes,11,3,15742.82058,six,-0.019187712,2.553935754,3158.227341,166.1,63.1,2043.521258,4147,24522.2551
Honda Pilot,2007,Petrol,Manual,4,Good,Brown,No,No,No,No,22,No insurance,No Service,2 stars,Yes,No,Yes,Chrome,No,12,2,6269.951044,3,-0.000265139,2.142487913,3132.166934,148,71.5,3514.172967,6281,42170.0756
Toyota Tundra,2017,Hybrid,Automatic,4,Fair,Brown,No,No,No,Yes,4,Third Party,Partial ,4 stars,Yes,No,No,Alloy,No,10,2,17738.51775,4,0.000602302,2.020372537,3701.892621,149,69.7,1326.462827,5552,15917.55392
Honda Pilot,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,Collision,Partial ,2 stars,No,No,No,Steel,No,32,2,8193.866785,two,0.024632421,1.710439423,3728.155937,192.7,72,3104.531998,5053,37254.38398
Chevrolet Volt,2008,Electric,Automatic,4,Good,Black,No,No,No,Yes,22,Third Party,Partial ,4 stars,Yes,No,No,Hubcaps,Yes,7,2,16281.87601,six,-0.00192361,2.887334384,3560.796635,188.8,66.7,1836.472883,5471,22037.67459
Toyota Corolla,2019,Hybrid,Manual,4,Excellent,Brown,No,Yes,Yes,Yes,22,Comprehensive,Partial ,3 stars,Yes,Yes,Yes,Alloy,No,25,1,24046.85738,six,0.003015473,1.939159666,3483.831018,190,67.8,1283.985067,5333,15407.8208
Ford Escape,2013,Hybrid,Automatic,2,Excellent,Brown,Y,Yes,Yes,Yes,1,Comprehensive,Partial ,2 stars,No,Yes,No,Steel,Yes,7,1,26946.30508,3,-0.000347118,2.675578982,3127.380608,149.8,71.7,948.9674467,4901,11387.60936
Honda Pilot,2006,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,No Service,2 stars,No,No,Yes,Alloy,No,10,3,6030.196806,two,-0.01168678,1.67404826,3263.466824,164.4,64.3,3288.860817,6053,39466.3298
Chevrolet Volt,2015,Hybrid,Manual,4,Good,Brown,Y,No,No,Yes,22,Collision,Full Service,2 stars,Yes,No,No,Chrome,No,8,1,16747.30182,five,0.011428228,2.22353693,3148.473776,186.3,63.3,2032.104823,4598,24385.25787
Ford Escape,2019,Electric,Manual,2,Good,Silver,Y,No,No,Yes,22,Third Party,Partial ,4 stars,No,No,Yes,Chrome,Yes,11,2,18650.70872,two,0.00751933,1.76585126,3203.341899,199.9,70,2130.373122,5463,25564.47746
Ford Escape,2019,Hybrid,Manual,4,Excellent,Silver,Y,No,Yes,Yes,22,Third Party,Partial ,2 stars,Yes,No,No,Alloy,No,16,2,24407.6246,five,0.007910319,3.136533647,3751.240143,154.5,67.8,931.1217867,4734,11173.46144
Nissan GT-R,2011,Petrol,Manual,4,Fair,Black,No,No,No,Yes,22,Collision,No Service,1 star,No,No,No,Steel,No,10,3,8879.744066,3,-0.009093875,2.327525224,3556.261716,160.8,60.7,3078.885443,5695,36946.62531
Toyota Tundra,2011,Hybrid,Automatic,22,Excellent,Brown,Y,Yes,No,Yes,1,Comprehensive,Full Service,4 stars,Yes,Yes,Yes,Alloy,No,23,2,36406.68038,five,0.014027943,3.115074905,3740.126618,144,62.8,609.5932038,6334,7315.118445
Honda Pilot,2008,Petrol,Manual,4,Fair,Brown,No,No,No,No,22,No insurance,Partial ,1 star,No,No,No,Chrome,No,19,2,5994.687612,3,-0.014018511,2.268684151,3254.480095,182.3,71.3,3144.411624,5388,37732.93949
Chevrolet Volt,2013,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,22,No insurance,Full Service,4 stars,No,No,No,Steel,No,15,3,11199.19285,two,0.005868571,1.992997165,3411.163877,143.4,68,2814.2761,6094,33771.3132
Nissan GT-R,2016,Petrol,Manual,4,Good,Black,No,No,No,Yes,22,Comprehensive,Full Service,4 stars,Yes,No,Yes,Steel,Yes,32,50,11125.25731,3,0.021904556,2.349751123,3826.94732,150.5,63,2532.142758,6548,30385.71309
Toyota Corolla,2020,Electric,Manual,4,Good,Brown,Y,No,Yes,Yes,22,Third Party,Full Service,2 stars,No,Yes,Yes,Alloy,No,29,2,20999.8664,two,-0.009905363,2.019701784,3630.376962,192.8,70.2,1691.128213,6441,20293.53856
Nissan Altima,2004,Petrol,Manual,4,Fair,Black,No,No,No,Yes,3,Collision,Partial ,4 stars,No,No,No,Hubcaps,No,27,3,9859.392341,two,-0.005662977,1.852543823,2990.643123,151.6,72.5,3099.537667,4802,37194.452
Toyota Corolla,2022,Hybrid,Manual,4,Excellent,Brown,No,Yes,Yes,Yes,1,Third Party,No Service,1 star,No,Yes,No,Alloy,No,30,1,33024.4004,six,0.000996514,2.145267161,3756.526214,144.9,70.5,764.4011441,5035,9172.813729
Toyota Prius,2006,Electric,Automatic,2,Good,Silver,Y,Yes,No,Yes,1,Third Party,Partial ,2 stars,Yes,No,Yes,Chrome,Yes,8,2,40455.98076,six,-0.005034757,2.807084635,3967.710342,148.8,69.5,569.8158172,5124,6837.789806
Honda Pilot,2002,Petrol,Manual,4,Fair,Yellow,No,No,No,No,22,No insurance,Partial ,Not rated/Unknown,No,No,No,Steel,No,21,3,5995.280494,3,-0.015506634,1.598058716,3140.271684,174.5,71.2,3130.593141,5705,37567.11769
Toyota Tundra,2011,Electric,Manual,4,Good,Silver,Y,Yes,Yes,Yes,22,Third Party,Full Service,1 star,No,Yes,No,Forged,Yes,35,1,30673.28016,two,0.00068563,3.03291716,3827.217014,192.7,67.2,690.7084733,6332,8288.50168
Nissan Altima,2008,Petrol,Manual,4,Fair,Brown,No,No,No,Yes,22,Comprehensive,No Service,2 stars,No,No,Yes,Chrome,Yes,21,4,11838.36086,two,-0.010623037,2.435052639,3177.231577,188.1,70.8,2407.245263,5676,28886.94316
Toyota Tundra,2014,Hybrid,Automatic,2,Excellent,Silver,Y,No,No,Yes,1,Third Party,No Service,2 stars,Yes,No,No,Alloy,Yes,16,2,41313.38535,six,0.004735924,3.062706085,4066.505807,204.4,64.5,606.9830502,6052,7283.796602
Honda Pilot,2006,Petroll,Manual,4,Fair,Yellow,No,No,No,No,3,Third Party,No Service,2 stars,Yes,No,No,Hubcaps,No,9,4,8222.608221,two,-0.009194242,2.704871035,3584.260239,146.8,71.1,3082.720743,4235,36992.64891
Honda Pilot,2007,Petrol,Manual,4,Fair,Brown,No,No,No,No,22,No insurance,No Service,1 star,No,No,Yes,Alloy,No,16,2,4461.433822,3,0.015499344,1.942496488,3712.455203,175.7,63.1,3771.427543,4665,45257.13051
Nissan Altima,2004,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,4,Third Party,Partial ,Not rated/Unknown,Yes,No,No,Chrome,No,13,2,8346.021565,two,-0.007832533,2.437162947,3424.925487,192.9,68.6,3253.206978,5123,39038.48373
Ford Escape,2020,Hybrid,Manual,4,Excellent,Beige,Y,No,No,Yes,22,Comprehensive,Full Service,5 stars,No,Yes,No,Alloy,No,21,1,22089.77279,five,-0.003220615,2.259822936,3289.3667,190.8,66.9,1143.993246,5061,13727.91895
Ford Escape,2019,Hybrid,Manual,2,Good,Beige,No,Yes,No,Yes,22,Third Party,Partial ,4 stars,Yes,No,No,Alloy,No,28,1,28226.00634,five,0.008135172,1.99618961,3615.678233,171,62,905.9097975,6051,10870.91757
Toyota Tundra,2013,Hybrid,Automatic,2,Excellent,Beige,No,No,No,Yes,1,Comprehensive,No Service,4 stars,No,No,No,Alloy,No,13,1,27152.32744,two,-0.012308643,2.581768761,3827.666047,148.3,68,979.3954208,5758,11752.74505
Chevrolet Impala,2007,Electric,Automatic,4,Good,Black,No,No,Yes,Yes,22,No insurance,Partial ,3 stars,Yes,No,No,Alloy,No,14,2,15974.90073,4,0.002274599,2.652172017,3603.179494,163.2,68.5,1977.596384,6120,23731.15661
Toyota Tundra,2013,Hybrid,Manual,2,Fair,Brown,No,No,No,Yes,4,Third Party,Full Service,2 stars,No,Yes,Yes,Chrome,Yes,19,3,20370.24409,4,0.013071428,1.768743804,2818.869033,180.9,64,1323.762835,5156,15885.15402
Nissan Altima,2006,Petrol,Manual,4,Good,Brown,No,No,No,No,22,No insurance,Partial ,Not rated/Unknown,No,No,No,Hubcaps,No,13,4,7459.676173,3,-0.016074832,2.307444255,3310.950642,153.8,68.9,3244.096809,4470,38929.16171
Nissan GT-R,2012,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,4,Third Party,Partial ,1 star,Yes,No,No,Hubcaps,Yes,29,50,10474.29318,two,0.001846339,2.196628633,3499.357308,166.4,67.4,2733.838425,5436,32806.0611
Nissan GT-R,2011,Petrol,Manual,4,Fair,Brown,No,No,No,No,22,Collision,Full Service,1 star,No,No,Yes,Forged,No,21,50,9115.891515,3,0.002598828,2.015511945,3149.650082,197,70,2869.177743,5383,34430.13291
Nissan GT-R,2010,Petrol,Manual,4,Good,Brown,No,No,No,Yes,22,Comprehensive,Full Service,4 stars,No,No,No,Forged,Yes,27,50,11221.55053,3,0.007818229,1.950318933,3348.443304,156.4,61.8,2402.562791,4867,28830.75349
Nissan Altima,2003,Petrol,Manual,4,Good,Black,No,No,No,No,22,No insurance,Partial ,2 stars,No,No,No,Alloy,No,32,2,7549.682667,3,-0.012369507,1.929623546,3056.117676,179.3,65,3116.773083,5466,37401.27699
Honda Pilot,2003,Petrol,Manual,4,Fair,Brown,No,No,No,No,22,No insurance,No Service,2 stars,Yes,No,No,Hubcaps,No,7,3,6627.184976,two,-0.013204566,1.943640746,3433.937646,151.2,61.4,3400.271619,4104,40803.25943
Ford Fusion,2010,Hybrid,Manual,4,Excellent,Beige,No,Yes,Yes,Yes,1,Collision,Full Service,2 stars,No,No,Yes,Forged,No,33,2,23830.20662,3,0.005219416,2.299116325,3939.26949,207.1,71.7,1087.462219,4950,13049.54663
Nissan Altima,2003,Petrol,Manual,4,Fair,Yellow,No,No,No,Yes,22,Collision,Partial ,1 star,No,No,No,Chrome,No,28,2,8779.673702,3,0.002969847,1.76292274,3747.345338,196.9,73,2878.131374,4983,34537.57649
Chevrolet Volt,2012,Electric,Automatic,4,Fair,Brown,No,No,Yes,Yes,22,Comprehensive,Partial ,4 stars,No,No,Yes,Alloy,Yes,25,4,16377.05089,six,0.002504929,2.729380897,3516.1955,147.7,64.2,1894.135884,5225,22729.63061
Chevrolet Bolt,2017,Electric,Automatic,2,Fair,Brown,No,No,No,Yes,22,Comprehensive,Partial ,2 stars,Yes,No,Yes,Steel,Yes,24,1,18308.8083,five,0.003464482,2.540417661,4343.578076,188,65.7,1681.672903,4826,20180.07484
Chevrolet Volt,2010,Petrol,Manual,2,Good,Brown,Y,No,Yes,Yes,22,Comprehensive,Partial ,2 stars,No,No,No,Hubcaps,Yes,25,1,17905.45132,4,-0.006800247,2.022707079,3821.586226,208,62,2067.700248,5764,24812.40298
Chevrolet Volt,2011,Petrol,Manual,4,Good,Brown,No,No,Yes,Yes,22,No insurance,Partial ,4 stars,Yes,No,Yes,Alloy,No,25,4,15325.08204,4,0.002322537,2.236807501,3527.437031,167.6,69.6,2113.552458,4489,25362.62949
Honda Pilot,2002,Petrol,Manual,4,Good,Yellow,No,No,No,No,22,No insurance,Partial ,Not rated/Unknown,No,No,Yes,Alloy,No,24,3,6715.606403,two,0.002930725,2.049694941,2907.324496,183,68.1,3183.253431,5760,38199.04117
Chevrolet Bolt,2019,Hybrid,Automatic,4,Good,Brown,Y,No,Yes,Yes,1,Comprehensive,Full Service,4 stars,Yes,Yes,Yes,Steel,No,30,3,21615.18814,3,-0.007143514,2.891110861,3531.762322,163.2,62.7,1192.247224,6552,14306.96669
Nissan Altima,2006,Petrol,Manual,4,Fair,Yellow,No,No,No,Yes,3,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,14,3,9334.144539,3,0.018657745,1.851191254,4037.151695,184,64.6,3015.948053,5917,36191.37663
Toyota Tundra,2014,Hybrid,Manual,4,Excellent,Brown,Yes,No,No,Yes,1,Comprehensive,Full Service,1 star,Yes,No,No,Forged,No,24,1,28908.35771,4,0.004738329,2.843559511,3385.657496,158.1,65.2,956.1182825,6263,11473.41939
Chevrolet Bolt,2018,Petrol,Automatic,4,Fair,Brown,No,No,Yes,Yes,22,Comprehensive,Full Service,4 stars,No,No,No,Forged,No,23,2,17521.7929,3,-0.011913035,2.020170898,3425.786925,170.5,67.9,1990.337033,4902,23884.0444
Honda Pilot,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,4,Collision,Partial ,Not rated/Unknown,Yes,No,No,Steel,No,18,2,8610.253185,3,0.006565536,1.854178971,3637.457693,174.9,64.2,3094.825956,6407,37137.91147
Honda Pilot,2007,Petrol,Manual,4,Fair,Yellow,No,No,No,No,4,No insurance,Partial ,Not rated/Unknown,Yes,No,No,Steel,No,22,3,6213.882668,two,-0.009746817,1.992770369,3592.209197,174.6,70.6,3425.183285,5457,41102.19942
Chevrolet Volt,2012,Hybrid,Manual,4,Good,Black,Yes,No,Yes,Yes,3,Third Party,Partial ,4 stars,Yes,No,Yes,Forged,Yes,32,3,20104.28509,five,0.007870846,1.907119182,3603.172517,169.7,67.7,1779.709941,5663,21356.51929
Toyota Corolla,2021,Hybrid,Manual,2,Excellent,Black,Yes,Yes,No,Yes,22,Comprehensive,Full Service,1 star,Yes,No,No,Forged,No,6,1,31836.32098,3,0.011585956,2.271173392,3892.937229,171.3,64.3,691.8316301,6212,8301.979561
Chevrolet Volt,2010,Electric,Automatic,4,Good,Brown,No,No,Yes,Yes,3,Collision,Partial ,4 stars,Yes,No,No,Chrome,Yes,26,2,16077.4573,six,-0.008206823,2.302063289,3570.018508,194.7,64.7,1901.494953,6179,22817.93943
Honda Pilot,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Alloy,No,33,3,6905.995758,two,0.009633761,2.023207183,3326.856921,172.9,63.4,3475.281079,5958,41703.37295
Ford Escape,2013,Hybrid,Automatic,2,Excellent,Silver,Yes,No,Yes,Yes,22,Comprehensive,Partial ,3 stars,Yes,No,No,Steel,Yes,33,2,27449.48149,two,0.004127809,2.607796479,3086.728461,199.7,69.3,845.5278592,5830,10146.33431
Nissan GT-R,2009,Petrol,Manual,4,Good,Black,No,No,No,No,22,Third Party,Full Service,1 star,Yes,No,Yes,Steel,Yes,10,2,10344.7972,3,0.008220602,2.419806282,3733.431018,189.7,66.9,2844.323135,5509,34131.87762
Honda Pilot,2003,Petrol,Manual,4,Good,Brown,No,No,No,No,2,No insurance,No Service,2 stars,Yes,No,No,Steel,No,33,3,6963.205285,two,0.01896793,1.898193249,3024.027826,186.9,68.2,3397.894787,5251,40774.73744
Chevrolet Bolt,2018,Electric,Automatic,4,Good,Brown,No,No,Yes,Yes,2,Collision,Full Service,4 stars,No,No,No,Forged,Yes,30,2,16055.62854,3,-0.002453881,2.07696671,3363.448627,161,63.7,1863.219655,5271,22358.63586
Nissan GT-R,2012,Petrol,Manual,4,Good,Brown,No,No,No,Yes,3,No insurance,Partial ,Not rated/Unknown,Yes,No,No,Forged,Yes,25,2,12920.93921,two,-0.007537362,2.3911609,3730.258157,148.5,60.1,2318.214343,6367,27818.57212
Chevrolet Impala,2006,Electric,Manual,4,Fair,Black,No,No,No,Yes,2,Collision,Partial ,2 stars,Yes,No,Yes,Forged,No,26,2,10804.70914,two,-0.008895144,1.969460143,3575.899744,205.8,61.2,2819.027017,5230,33828.3242
Chevrolet Volt,2011,Electric,Automatic,4,Good,Brown,Yes,No,Yes,Yes,22,No insurance,Partial ,4 stars,Yes,No,No,Chrome,No,18,2,15476.37438,4,-0.008158103,2.487979014,3745.383802,207.2,70.7,2006.661338,5084,24079.93605
Ford Escape,2014,Petrol,Automatic,2,Good,Brown,Yes,No,No,Yes,2,Third Party,Partial ,2 stars,Yes,No,No,Forged,No,11,3,18649.1559,4,-0.000771017,1.655206917,3644.836836,148.4,69.4,1379.731047,5762,16556.77256
Nissan Altima,2004,Petrol,Manual,4,Good,Brown,No,No,No,Yes,3,Comprehensive,Full Service,3 stars,Yes,No,Yes,Alloy,No,12,50,12284.34893,two,0.00341152,2.248018797,3612.55102,173.1,64.7,2694.944363,4854,32339.33236
Nissan Altima,2002,Petrol,Manual,4,Fair,Yellow,No,No,No,No,4,Collision,No Service,1 star,Yes,No,No,Forged,No,15,3,9503.557026,two,0.002766908,2.158918103,3224.789889,173.3,71.9,2635.55235,5424,31626.6282
Ford Fusion,2007,Electric,Manual,4,Fair,Silver,Yes,No,Yes,Yes,2,Third Party,Full Service,4 stars,Yes,No,No,Chrome,No,28,2,20221.32397,two,0.008271832,2.86175912,3427.344643,161.2,72.4,1375.030657,6236,16500.36788
Honda Pilot,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,No Service,2 stars,No,No,Yes,Steel,No,14,3,5594.406113,two,0.000130019,2.214908773,3586.81205,155.9,67,3733.571881,5190,44802.86257
Chevrolet Volt,2015,Petroll,Automatic,4,Good,Brown,No,No,Yes,Yes,2,Comprehensive,Partial ,1 star,No,No,Yes,Alloy,Yes,12,2,13425.31938,4,0.014535341,2.523092102,3222.103758,152.1,61.8,2142.440351,5574,25709.28421
Toyota Corolla,2019,Electric,Manual,4,Good,Beige,No,No,No,Yes,2,Comprehensive,Full Service,5 stars,No,Yes,No,Forged,Yes,11,1,29137.05813,4,-0.002646568,2.58524404,3604.116761,162.5,65.1,793.0122031,6498,9516.146437
Chevrolet Volt,2008,Hybrid,Manual,4,Good,Silver,Yes,No,Yes,Yes,2,Comprehensive,Full Service,5 stars,Yes,No,Yes,Chrome,No,6,2,20184.05907,4,0.027201692,2.468824291,3522.829446,188.1,61.9,1236.357206,5981,14836.28647
Chevrolet Volt,2011,Hybrid,Automatic,4,Fair,Brown,No,No,Yes,Yes,3,Comprehensive,Full Service,2 stars,Yes,No,Yes,Steel,Yes,29,3,18910.63632,five,0.006256673,2.000958369,3497.621572,147.2,60.6,1515.222181,6005,18182.66617
Honda Pilot,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,Partial ,Not rated/Unknown,No,No,Yes,Chrome,No,14,4,5484.063767,two,-0.008571576,1.822190152,3119.060111,196.6,66,3432.745133,4826,41192.94159
Chevrolet Volt,2009,Hybrid,Automatic,4,Good,Brown,Yes,No,No,Yes,2,Third Party,Full Service,4 stars,No,No,No,Chrome,No,23,2,22578.31297,six,-0.010708925,2.584809722,4107.23732,165.5,61.5,1240.769218,5080,14889.23061
Ford Escape,2013,Hybrid,Manual,4,Good,Black,Yes,Yes,No,Yes,2,Comprehensive,Partial ,3 stars,Yes,Yes,No,Hubcaps,Yes,30,2,27127.45321,two,0.004824724,3.190638599,3470.651469,180.7,60.8,936.6769158,5407,11240.12299
Ford Escape,2003,Petrol,Automatic,4,Good,Brown,Yes,No,Yes,Yes,4,Collision,Partial ,4 stars,Yes,No,Yes,Chrome,Yes,32,2,17021.40773,4,-0.002234628,2.586243109,3170.783375,156.9,63.9,2004.828621,6350,24057.94345
Nissan Altima,2007,Petrol,Manual,4,Fair,Yellow,No,No,No,No,2,Collision,No Service,2 stars,No,No,Yes,Forged,No,28,2,9409.292719,3,0.007140005,2.31241223,3761.057986,204,69.9,3225.504887,5778,38706.05864
Toyota Prius,2009,Hybrid,Manual,4,Excellent,Brown,Yes,No,No,Yes,3,Third Party,Partial ,Not rated/Unknown,No,Yes,No,Chrome,Yes,12,2,20215.82084,six,0.004732376,2.701295346,3889.624347,189.6,62.8,1370.097579,5341,16441.17095
Chevrolet Volt,2009,Electric,Automatic,4,Excellent,Beige,Yes,No,Yes,Yes,2,Third Party,Full Service,2 stars,No,Yes,Yes,Chrome,No,31,3,22415.72155,3,-0.000728289,2.579842865,3585.626138,165.6,61.2,1148.536494,4338,13782.43793
Chevrolet Volt,2010,Hybrid,Automatic,4,Good,Brown,No,No,No,Yes,44,Comprehensive,Full Service,2 stars,No,No,Yes,Chrome,No,15,3,16654.78144,two,-0.008467937,2.331992968,3405.300882,205.5,69.9,1601.560867,5128,19218.7304
Honda Pilot,2006,Petrol,Manual,4,Good,Brown,No,No,No,No,2,No insurance,No Service,2 stars,Yes,No,No,Alloy,No,17,50,4820.751916,3,-0.015148472,1.929908209,2866.129057,150.4,64.6,3622.79362,6568,43473.52344
Ford Fusion,2009,Hybrid,Manual,2,Good,Silver,No,Yes,No,Yes,3,Collision,Full Service,2 stars,No,Yes,No,Alloy,No,26,2,23415.28708,4,-0.00446515,2.207159132,3395.868226,198.4,66.9,994.8924533,5163,11938.70944
Toyota Corolla,2020,Hybrid,Automatic,2,Excellent,Brown,Yes,No,Yes,Yes,1,Comprehensive,Full Service,4 stars,No,No,No,Forged,Yes,29,2,33949.0707,3,0.008563988,2.342609414,3308.198293,183.1,67,678.6198056,4461,8143.437667
Nissan GT-R,2013,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,2,No insurance,No Service,1 star,Yes,No,Yes,Hubcaps,No,31,3,10996.71586,3,0.002140937,2.086330146,3050.344164,156,71.5,2623.852198,4852,31486.22638
Ford Escape,2006,Electric,Manual,4,Good,Brown,Yes,No,No,Yes,3,Third Party,Full Service,4 stars,No,No,Yes,Chrome,No,20,1,21914.68333,six,-0.012457388,2.356493499,3522.763223,191.4,71.4,1407.440873,4697,16889.29047
Nissan Altima,2006,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,44,Collision,Partial ,4 stars,No,No,Yes,Hubcaps,No,22,50,9438.973067,3,0.001731809,1.842493121,3115.942013,183.3,63.8,2519.733916,5821,30236.80699
Honda Pilot,2008,Petrol,Manual,4,Good,Yellow,No,No,No,No,44,No insurance,No Service,1 star,No,No,No,Hubcaps,No,8,2,7194.955621,two,0.003853174,2.175986422,3453.864541,152.9,62.3,3519.031333,4920,42228.37599
Honda Pilot,2003,Petrol,Manual,4,Good,Yellow,No,No,No,No,2,Third Party,No Service,Not rated/Unknown,Yes,No,Yes,Hubcaps,No,30,3,7594.653187,3,-0.008838574,2.422096834,2922.110039,168.4,60.9,3150.877312,5413,37810.52774
Chevrolet Volt,2012,Petrol,Manual,4,Good,Yellow,No,No,Yes,Yes,2,Comprehensive,No Service,1 star,Yes,No,No,Steel,No,20,2,13347.78037,two,0.001537251,2.038269272,3857.275709,192.8,67.1,2048.787778,4825,24585.45333
Toyota Tundra,2013,Hybrid,Manual,4,Good,Black,No,No,Yes,Yes,2,Comprehensive,Partial ,2 stars,No,Yes,No,Chrome,Yes,6,2,26767.99167,six,0.000582087,2.585219947,4046.268889,171.9,71.7,1129.782925,6452,13557.3951
Nissan Altima,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,2,Collision,Full Service,1 star,Yes,No,Yes,Hubcaps,No,16,3,9167.698615,3,-0.011429703,1.887354106,3239.091775,203.2,65.3,2822.0464,5987,33864.5568
Ford Escape,2003,Hybrid,Automatic,2,Good,Brown,Yes,No,Yes,Yes,2,Third Party,Full Service,4 stars,Yes,Yes,No,Alloy,Yes,29,3,22049.70921,six,0.003577874,2.650296097,2902.3198,162.2,60.7,1365.407103,4565,16384.88524
Honda Pilot,2003,Petrol,Manual,4,Good,Brown,No,No,No,No,2,Collision,No Service,2 stars,No,No,Yes,Chrome,No,11,50,7542.027261,3,0.005607845,2.192311817,3419.738716,208.3,60.6,3074.487236,6360,36893.84683
Chevrolet Volt,2009,Hybrid,Automatic,4,Fair,Yellow,No,No,Yes,Yes,2,Comprehensive,No Service,2 stars,Yes,No,Yes,Forged,Yes,33,50,13935.05849,six,0.010830512,2.004039902,3661.903175,154.9,63,2307.419224,6583,27689.03069
Chevrolet Volt,2015,Electric,Automatic,2,Excellent,Black,No,No,No,Yes,2,Third Party,Partial ,2 stars,No,No,No,Forged,No,34,2,20415.06238,two,0.010538021,2.507660174,4238.029717,201.3,69.2,1410.884407,4561,16930.61288
Nissan Altima,2007,Petrol,Manual,4,Fair,Yellow,No,No,No,No,44,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Hubcaps,No,21,50,6276.86238,3,-0.013776694,1.305837101,3062.944244,181.3,66.1,3440.577463,4133,41286.92956
Honda Pilot,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,No,No,No,Steel,No,31,3,5474.867759,3,-0.00937825,2.179572742,3430.899376,175.2,65.8,3128.180276,5638,37538.16331
Toyota Tundra,2013,Hybrid,Manual,4,Good,Brown,No,No,Yes,Yes,2,No insurance,No Service,4 stars,Yes,No,No,Steel,Yes,26,1,26168.75577,4,0.005150353,2.284384416,3678.934257,186.4,65.3,1045.547278,5262,12546.56733
Honda Pilot,2002,Petrol,Manual,4,Fair,White,No,No,No,No,44,No insurance,Partial ,1 star,Yes,No,No,Chrome,No,17,4,4888.798201,two,0.00513786,1.652439133,3644.523306,175.4,66.6,3661.61858,4722,43939.42296
Nissan GT-R,2010,Petrol,Automatic,4,Good,Brown,No,No,No,Yes,2,Third Party,Full Service,1 star,No,No,Yes,Steel,No,27,3,13005.68626,3,0.005150477,1.910189595,3682.174355,143.6,69.5,1961.610078,5294,23539.32094
